clade_id,label,representative,n,mean_intra_tm,mean_inter_tm,top_kingdom,top_kingdom_frac,top_reaction_label,top_reaction_label_frac,reaction_label_perplexity,transitional_frac,bootstrap_support,is_unassigned
dtc_1,α1,marts_E01427_alpha_0,723,0.8939572441437414,0.4612541785784576,Plants,0.9820193637621023,sesq Class 1,0.43577430972388953,3.6534800270524195,0.022130013831258646,0.0,False
dtc_2,β1,marts_E00620_beta_0,708,0.8959173582693967,0.35839213071897624,Plants,1.0,sesq Class 1,0.445679012345679,3.5798194880808185,0.0,1.0,False
dtc_3,α2,marts_E01496_alpha_0,274,0.8666065773234348,0.5211254343807424,Bacteria,0.4416058394160584,sesq Class 1,0.609375,2.894157135252099,0.12773722627737227,0.0,False
dtc_4,γ1,marts_E00641_gamma_0,172,0.8797966952058786,0.40719886530222016,Plants,0.8895348837209303,di Class 1,0.45588235294117646,2.8588026469575984,0.0,1.0,False
dtc_5,α3,marts_E00019_ids_0,103,0.9447252045574978,0.4800611024074517,Fungi,0.9320388349514563,pt,0.5964912280701754,2.814320283692213,0.009708737864077669,0.76,False
dtc_6,δ1,marts_E00531_delta_0,96,0.9549116447069361,0.4228047989986716,Plants,0.8229166666666666,tri Class 2,0.96875,1.172281518974869,0.0,1.0,False
dtc_7,ε1,marts_E00407_epsilon_0,96,0.9397439692319878,0.3403500009181097,Plants,0.8229166666666666,tri Class 2,0.96875,1.172281518974869,0.0,1.0,False
dtc_8,α4,marts_E01211_alpha_0,64,0.8658602182270746,0.5154625151835113,Fungi,1.0,pt,0.4732824427480916,3.1628307451364046,0.0,0.99,False
dtc_9,α5,marts_E00574_ids_0,53,0.8395313498237987,0.48536524537088166,Bacteria,0.4339622641509434,pt,0.8490566037735849,1.6180358695491748,0.41509433962264153,0.0,False
dtc_10,α6,marts_E00379_ids_0,42,0.9345153309502539,0.49750165314648553,Animals,0.3333333333333333,pt,0.6938775510204082,2.5484374174000277,0.0,1.0,False
dtc_11,δ2,marts_E00566_delta_0,20,0.8410473679063695,0.4503890839233951,Fungi,0.55,di Class 2,0.6206896551724138,2.438479520266363,0.35,0.21,False
dtc_12,α7,marts_E00491_ids_0,20,0.9060868421079297,0.4795068445557819,Bacteria,0.45,psy,0.6,3.127783626197224,0.0,1.0,False
dtc_13,α8,marts_E00872_alpha_0,20,0.8321178946521526,0.5081995180742618,Fungi,0.75,sesq Class 1,0.7272727272727273,2.1705764088025314,0.15,0.87,False
dtc_15,α10,marts_E00881_alpha_0,17,0.9321286763023475,0.5510231729652318,Animals,1.0,sesq Class 1,0.41935483870967744,2.856713324433877,0.0,1.0,False
dtc_14,α9,marts_E00554_ids_0,17,0.9291970588143587,0.4924987943093312,Plants,0.5882352941176471,sqs,0.8888888888888888,1.4174111811317323,0.0,1.0,False
dtc_unassigned,unassigned,marts_E00254_zeta_0,2,0.9187000021338463,0.29618214435184126,,0.0,irrelevant,0.0,,0.0,,True
