clade_id,label,representative,n,mean_intra_tm,mean_inter_tm,top_kingdom,top_kingdom_frac,top_reaction_label,top_reaction_label_frac,reaction_label_perplexity,transitional_frac,bootstrap_support,is_unassigned
dtc_1,β1,marts_E00620_beta_0,634,0.907748420433347,0.37738712604745595,Plants,1.0,sesq Class 1,0.4883720930232558,3.2839065993209355,0.22555205047318613,0.15,False
dtc_2,α1,marts_E01427_alpha_0,467,0.9299341729599742,0.5159176419063656,Plants,1.0,sesq Class 1,0.6088560885608856,2.388543562616418,0.5374732334047109,0.36,False
dtc_3,α2,marts_E01496_alpha_0,291,0.8567698660460535,0.5192822970938666,Bacteria,0.41580756013745707,sesq Class 1,0.5925925925925926,2.926051504592941,0.12027491408934708,0.01,False
dtc_4,α3,marts_E00129_alpha_0,203,0.9079131638977661,0.5583315086725941,Plants,0.9359605911330049,di Class 1,0.453781512605042,3.4533380967250524,1.0,0.0,False
dtc_5,δ1,marts_E00403_delta_0,116,0.8907981559042544,0.4231652292654617,Plants,0.6810344827586207,tri Class 2,0.744,2.38823752532893,0.0,0.21,False
dtc_6,γ1,marts_E01429_gamma_0,114,0.9040773016248019,0.41661427589226274,Plants,0.8333333333333334,di Class 2,0.6137931034482759,2.7056697461342214,0.24561403508771928,0.0,False
dtc_7,α4,marts_E00019_ids_0,103,0.9447252045574978,0.4800611024074517,Fungi,0.9320388349514563,pt,0.5964912280701754,2.814320283692213,0.009708737864077669,0.76,False
dtc_8,ε1,marts_E00407_epsilon_0,96,0.9397439692319878,0.3403500009181097,Plants,0.8229166666666666,tri Class 2,0.96875,1.172281518974869,0.0,1.0,False
dtc_9,β2,marts_E00969_beta_0,74,0.905219215110185,0.4964904991704237,Plants,1.0,di Class 1,0.8227848101265823,1.7738757255515263,0.14864864864864866,0.05,False
dtc_10,α5,marts_E01211_alpha_0,64,0.8658602182270746,0.5154625151835113,Fungi,1.0,pt,0.4732824427480916,3.1628307451364046,0.0,0.99,False
dtc_11,γ2,marts_E01505_gamma_0,58,0.9323996974414072,0.4310723977847397,Plants,1.0,di Class 1,0.8983050847457628,1.4544255135546191,0.08620689655172414,0.68,False
dtc_13,α7,marts_E01429_alpha_0,53,0.8870635704704023,0.5449202468698424,Plants,1.0,di Class 2,1.0,1.0,0.11320754716981132,1.0,False
dtc_12,α6,marts_E00574_ids_0,53,0.8395313498237987,0.48536524537088166,Bacteria,0.4339622641509434,pt,0.8490566037735849,1.6180358695491748,0.41509433962264153,0.0,False
dtc_14,α8,marts_E00379_ids_0,42,0.9345153309502539,0.49750165314648553,Animals,0.3333333333333333,pt,0.6938775510204082,2.5484374174000277,0.0,1.0,False
dtc_15,α9,marts_E00494_ids_0,37,0.8442085585333183,0.48324894153342507,Plants,0.5135135135135135,sqs,0.4418604651162791,3.655076111761267,0.0,1.0,False
dtc_16,α10,marts_E00872_alpha_0,20,0.8321178946521526,0.5081995180742618,Fungi,0.75,sesq Class 1,0.7272727272727273,2.1705764088025314,0.15,0.87,False
dtc_unassigned,unassigned,marts_E00254_zeta_0,2,0.9187000021338463,0.29618214435184126,,0.0,irrelevant,0.0,,0.0,,True
