clade_id,label,representative,n,mean_intra_tm,mean_inter_tm,top_kingdom,top_kingdom_frac,top_reaction_label,top_reaction_label_frac,reaction_label_perplexity,transitional_frac,bootstrap_support,is_unassigned
dtc_1,α1,marts_E01427_alpha_0,723,0.8939572441437414,0.4612541785784576,Plants,0.9820193637621023,sesq Class 1,0.43577430972388953,3.6534800270524195,0.02074688796680498,0.0,False
dtc_2,β1,marts_E00620_beta_0,708,0.8959173582693967,0.35839213071897624,Plants,1.0,sesq Class 1,0.445679012345679,3.5798194880808185,0.0,1.0,False
dtc_3,α2,marts_E01496_alpha_0,291,0.8567698660460535,0.5192822970938666,Bacteria,0.41580756013745707,sesq Class 1,0.5925925925925926,2.926051504592941,0.1134020618556701,0.01,False
dtc_4,γ1,marts_E00641_gamma_0,172,0.8797966952058786,0.40719886530222016,Plants,0.8895348837209303,di Class 1,0.45588235294117646,2.8588026469575984,0.0,1.0,False
dtc_5,δ1,marts_E00403_delta_0,116,0.8907981559042544,0.4231652292654617,Plants,0.6810344827586207,tri Class 2,0.744,2.38823752532893,0.0,0.21,False
dtc_6,α3,marts_E00019_ids_0,103,0.9447252045574978,0.4800611024074517,Fungi,0.9320388349514563,pt,0.5964912280701754,2.814320283692213,0.009708737864077669,0.76,False
dtc_7,ε1,marts_E00407_epsilon_0,96,0.9397439692319878,0.3403500009181097,Plants,0.8229166666666666,tri Class 2,0.96875,1.172281518974869,0.0,1.0,False
dtc_8,α4,marts_E01211_alpha_0,64,0.8658602182270746,0.5154625151835113,Fungi,1.0,pt,0.4732824427480916,3.1628307451364046,0.0,0.99,False
dtc_9,α5,marts_E00574_ids_0,53,0.8395313498237987,0.48536524537088166,Bacteria,0.4339622641509434,pt,0.8490566037735849,1.6180358695491748,0.41509433962264153,0.0,False
dtc_10,α6,marts_E00379_ids_0,42,0.9345153309502539,0.49750165314648553,Animals,0.3333333333333333,pt,0.6938775510204082,2.5484374174000277,0.0,1.0,False
dtc_11,α7,marts_E00494_ids_0,37,0.8442085585333183,0.48324894153342507,Plants,0.5135135135135135,sqs,0.4418604651162791,3.655076111761267,0.0,1.0,False
dtc_12,α8,marts_E00872_alpha_0,20,0.8321178946521526,0.5081995180742618,Fungi,0.75,sesq Class 1,0.7272727272727273,2.1705764088025314,0.15,0.87,False
dtc_unassigned,unassigned,marts_E00254_zeta_0,2,0.9187000021338463,0.29618214435184126,,0.0,irrelevant,0.0,,0.0,,True
