clade_id,label,representative,n,mean_intra_tm,mean_inter_tm,top_kingdom,top_kingdom_frac,top_reaction_label,top_reaction_label_frac,reaction_label_perplexity,transitional_frac,bootstrap_support,is_unassigned
dtc_1,β1,marts_E00620_beta_0,617,0.910082542743696,0.38201334399964343,Plants,1.0,sesq Class 1,0.49072753209700426,3.304305046982572,0.5753646677471637,0.09,False
dtc_2,α1,marts_E01427_alpha_0,467,0.9299341729599742,0.5159176419063656,Plants,1.0,sesq Class 1,0.6088560885608856,2.388543562616418,0.9143468950749465,0.36,False
dtc_3,α2,marts_E01496_alpha_0,216,0.880532123135683,0.5298738697084873,Bacteria,0.46296296296296297,sesq Class 1,0.6541666666666667,2.6821981099939043,0.8842592592592593,0.0,False
dtc_4,α3,marts_E00129_alpha_0,193,0.925461830701716,0.5619871166414724,Plants,0.9844559585492227,di Class 1,0.4479638009049774,3.3831031164922782,0.9585492227979274,0.01,False
dtc_5,α4,marts_E00019_ids_0,103,0.9447252045574978,0.4800611024074517,Fungi,0.9320388349514563,pt,0.5964912280701754,2.814320283692213,0.009708737864077669,0.76,False
dtc_6,γ1,marts_E00888_gamma_0,97,0.9382397121155893,0.42008590325762607,Plants,0.979381443298969,di Class 2,0.6083333333333333,2.7213420168963736,0.13402061855670103,0.14,False
dtc_8,ε1,marts_E00407_epsilon_0,96,0.9397439692319878,0.3403500009181097,Plants,0.8229166666666666,tri Class 2,0.96875,1.172281518974869,0.0,1.0,False
dtc_7,δ1,marts_E00531_delta_0,96,0.9549116447069361,0.4228047989986716,Plants,0.8229166666666666,tri Class 2,0.96875,1.172281518974869,0.0,1.0,False
dtc_9,β2,marts_E00969_beta_0,72,0.9098983959147104,0.4972040091822942,Plants,1.0,di Class 1,0.8441558441558441,1.7021818107178852,0.09722222222222222,0.96,False
dtc_10,γ2,marts_E01505_gamma_0,58,0.9323996974414072,0.4310723977847397,Plants,1.0,di Class 1,0.8983050847457628,1.4544255135546191,0.15517241379310345,0.68,False
dtc_12,α6,marts_E01429_alpha_0,53,0.8870635704704023,0.5449202468698424,Plants,1.0,di Class 2,1.0,1.0,0.1320754716981132,1.0,False
dtc_11,α5,marts_E00574_ids_0,53,0.8395313498237987,0.48536524537088166,Bacteria,0.4339622641509434,pt,0.8490566037735849,1.6180358695491748,0.41509433962264153,0.0,False
dtc_13,α7,marts_E00379_ids_0,42,0.9345153309502539,0.49750165314648553,Animals,0.3333333333333333,pt,0.6938775510204082,2.5484374174000277,0.0,1.0,False
dtc_14,α8,marts_E01211_alpha_0,36,0.8843871427714707,0.5165064234117629,Fungi,1.0,pt,0.4788732394366197,2.9061385184376705,0.6388888888888888,0.0,False
dtc_15,α9,marts_E01275_alpha_0,32,0.8636058468271643,0.5537929814603444,Bacteria,0.625,sesq Class 1,0.4444444444444444,2.790806531070013,1.0,0.0,False
dtc_16,α10,marts_E00973_alpha_0,28,0.8842949733909875,0.524086134025454,Fungi,1.0,pt,0.4666666666666667,3.2467662975905807,0.6428571428571429,0.0,False
dtc_17,α11,marts_E01085_alpha_0,26,0.8553516926071965,0.5517723224299845,Protists,0.6538461538461539,sesq Class 1,0.5,2.91870095343699,1.0,0.0,False
dtc_19,α12,marts_E00491_ids_0,20,0.9060868421079297,0.4795068445557819,Bacteria,0.45,psy,0.6,3.127783626197224,0.0,1.0,False
dtc_20,α13,marts_E00872_alpha_0,20,0.8321178946521526,0.5081995180742618,Fungi,0.75,sesq Class 1,0.7272727272727273,2.1705764088025314,0.15,0.87,False
dtc_18,δ2,marts_E00566_delta_0,20,0.8410473679063695,0.4503890839233951,Fungi,0.55,di Class 2,0.6206896551724138,2.438479520266363,0.35,0.21,False
dtc_21,β3,marts_E01481_beta_0,19,0.9062871343635938,0.4995075996831961,Plants,1.0,mono Class 1,0.53125,2.399496535604287,0.5263157894736842,0.0,False
dtc_22,α14,marts_E00554_ids_0,17,0.9291970588143587,0.4924987943093312,Plants,0.5882352941176471,sqs,0.8888888888888888,1.4174111811317323,0.0,1.0,False
dtc_23,α15,marts_E00881_alpha_0,17,0.9321286763023475,0.5510231729652318,Animals,1.0,sesq Class 1,0.41935483870967744,2.856713324433877,0.0,1.0,False
dtc_24,γ3,marts_E00566_gamma_0,17,0.827807353096432,0.429444532605215,Fungi,0.5882352941176471,di Class 2,0.64,2.179286978672508,0.9411764705882353,0.0,False
dtc_25,α16,marts_E00106_alpha_0,10,0.8787088892074988,0.5221532270725374,Fungi,0.9,di Class 1,0.5294117647058824,1.996540789103284,0.1,0.9,False
dtc_unassigned,unassigned,marts_E00254_zeta_0,2,0.9187000021338463,0.29618214435184126,,0.0,irrelevant,0.0,,0.0,,True
