clade_id,label,representative,n,mean_intra_tm,mean_inter_tm,top_kingdom,top_kingdom_frac,top_reaction_label,top_reaction_label_frac,reaction_label_perplexity,transitional_frac,bootstrap_support,is_unassigned
dtc_1,α1,marts_E01427_alpha_0,713,0.8988411297975035,0.4630711222936559,Plants,0.9957924263674615,sesq Class 1,0.44485294117647056,3.5898812826496322,0.008415147265077139,0.89,False
dtc_2,β1,marts_E00620_beta_0,708,0.8959173582693967,0.35839213071897624,Plants,1.0,sesq Class 1,0.445679012345679,3.5798194880808185,0.0,1.0,False
dtc_3,α2,marts_E01496_alpha_0,265,0.8748866523394443,0.5223171228586196,Bacteria,0.44528301886792454,sesq Class 1,0.6354515050167224,2.568679039291137,0.11320754716981132,0.98,False
dtc_4,γ1,marts_E00641_gamma_0,168,0.8883058739428724,0.4077407159634864,Plants,0.9107142857142857,di Class 1,0.465,2.8707184034988824,0.011904761904761904,0.95,False
dtc_5,α3,marts_E00019_ids_0,103,0.9447252045574978,0.4800611024074517,Fungi,0.9320388349514563,pt,0.5964912280701754,2.814320283692213,0.009708737864077669,0.76,False
dtc_6,δ1,marts_E00531_delta_0,96,0.9549116447069361,0.4228047989986716,Plants,0.8229166666666666,tri Class 2,0.96875,1.172281518974869,0.0,1.0,False
dtc_7,ε1,marts_E00407_epsilon_0,96,0.9397439692319878,0.3403500009181097,Plants,0.8229166666666666,tri Class 2,0.96875,1.172281518974869,0.0,1.0,False
dtc_8,α4,marts_E01211_alpha_0,64,0.8658602182270746,0.5154625151835113,Fungi,1.0,pt,0.4732824427480916,3.1628307451364046,0.0,0.99,False
dtc_9,α5,marts_E00379_ids_0,42,0.9345153309502539,0.49750165314648553,Animals,0.3333333333333333,pt,0.6938775510204082,2.5484374174000277,0.0,1.0,False
dtc_10,α6,marts_E00574_ids_0,41,0.9189981706228914,0.49329170676590417,Bacteria,0.43902439024390244,pt,0.975609756097561,1.1214979894043937,0.14634146341463414,0.62,False
dtc_12,α7,marts_E00491_ids_0,20,0.9060868421079297,0.4795068445557819,Bacteria,0.45,psy,0.6,3.127783626197224,0.0,1.0,False
dtc_11,δ2,marts_E00566_delta_0,20,0.8410473679063695,0.4503890839233951,Fungi,0.55,di Class 2,0.6206896551724138,2.438479520266363,0.35,0.21,False
dtc_14,α9,marts_E00881_alpha_0,17,0.9321286763023475,0.5510231729652318,Animals,1.0,sesq Class 1,0.41935483870967744,2.856713324433877,0.0,1.0,False
dtc_15,α10,marts_E00858_alpha_0,17,0.8833352938013644,0.5089285330901008,Fungi,0.8823529411764706,sesq Class 1,0.8421052631578947,1.5467598527614164,0.0,1.0,False
dtc_13,α8,marts_E00554_ids_0,17,0.9291970588143587,0.4924987943093312,Plants,0.5882352941176471,sqs,0.8888888888888888,1.4174111811317323,0.0,1.0,False
dtc_16,α11,marts_E00106_alpha_0,10,0.8787088892074988,0.5221532270725374,Fungi,0.9,di Class 1,0.5294117647058824,1.996540789103284,0.1,0.9,False
dtc_17,α12,marts_E01534_ids_0,7,0.9357952381528559,0.44674987010789735,Bacteria,0.7142857142857143,di Class 1,1.0,1.0,0.0,1.0,False
dtc_18,α13,marts_E00014_alpha_0,6,0.9546266668165724,0.5483704530144795,Animals,1.0,mono Class 1,0.38461538461538464,3.3881436186104086,0.0,1.0,False
dtc_19,α14,marts_E00322_ids_0,5,0.9979599999802303,0.4948189428271487,Viruses,1.0,pt,1.0,1.0,0.0,1.0,False
dtc_20,γ2,marts_E00337_gamma_0,4,0.8375666663050652,0.4269374019235336,Bacteria,1.0,di Class 2,1.0,1.0,0.0,1.0,False
dtc_22,α16,marts_E01327_ids_0,3,0.9623666666448116,0.5210398927605552,Bacteria,1.0,sesquar Class 1,0.375,3.7467482975009925,0.0,1.0,False
dtc_21,α15,marts_E01310_ids_0,3,0.9949333332479,0.5065856434884343,Bacteria,1.0,di Class 1,1.0,1.0,0.0,1.0,False
dtc_unassigned,unassigned,marts_E00254_zeta_0,2,0.9187000021338463,0.29618214435184126,,0.0,irrelevant,0.0,,0.0,,True
